"ID","COUNTRY","AFRADMIN2Code","AFRAdminname","AREATYPE","Lat","Long","MM","YY","LoAge","UpAge","Ex","Pf","PfPR2.10","METHOD","Time","Microscopy","Rainy","utm_x","utm_y","Prev"
44254,"Tanzania","TZA018","Iringa","Point",-8.716546,34.828461,10,2015,0.833333333333333,4.91666666666667,23,0,0,"RDT",178,0,1,701.071919376652,9035.69915397736,0
44255,"Tanzania","TZA018","Iringa","Point",-8.947707,34.629757,9,2015,0.5,4.91666666666667,9,0,0,"RDT",177,0,1,679.090794167937,9010.23053133599,0
44256,"Tanzania","TZA018","Iringa","Point",-9.080926,34.658622,9,2015,1.08333333333333,4.58333333333333,12,0,0,"RDT",177,0,1,682.198688697178,8995.48067339845,0
44258,"Tanzania","TZA018","Iringa","Point",-9.131887,34.518206,9,2015,0.75,4.58333333333333,8,0,0,"RDT",177,0,1,666.737197729272,8989.91167955787,0
44259,"Tanzania","TZA018","Iringa","Point",-9.251258,34.886754,10,2015,1,4.58333333333333,9,0,0,"RDT",178,0,1,707.183704179209,8976.51490836885,0
44260,"Tanzania","TZA018","Iringa","Point",-9.282202,35.299421,10,2015,0.75,4.91666666666667,14,0,0,"RDT",178,0,1,752.522336558787,8972.82420851843,0
44261,"Tanzania","TZA018","Iringa","Point",-8.844554,34.815911,9,2015,0.833333333333333,4.5,7,0,0,"RDT",177,0,1,699.62204603287,9021.54556610739,0
44262,"Tanzania","TZA018","Iringa","Point",-8.852609,34.817221,9,2015,0.75,3.66666666666667,12,0,0,"RDT",177,0,1,699.76183175642,9020.65381515027,0
44263,"Tanzania","TZA018","Iringa","Point",-8.839894,34.949787,9,2015,0.5,4.58333333333333,12,0,0,"RDT",177,0,1,714.355287659498,9021.98661642101,0
44264,"Tanzania","TZA018","Iringa","Point",-8.87388,34.7092,5,2015,5,16,111,0,0,"RDT",173,0,0,687.866343050747,9018.3572562124,0
44265,"Tanzania","TZA018","Iringa","Point",-9.55883,34.97697,5,2015,5,16,55,0,0,"RDT",173,0,0,716.907385078338,8942.43344619194,0
44269,"Tanzania","TZA018","Iringa","Point",-9.42079,34.93795,5,2015,5,16,118,0,0,"RDT",173,0,0,712.707635619306,8957.72930610237,0
44272,"Tanzania","TZA011","Kagera","Point",-2.486408,31.781994,10,2015,5,16,49,13,28.0148234715721,"RDT",178,0,1,364.451986601733,9724.88197513617,0.26530612244898
44286,"Tanzania","TZA011","Kagera","Point",-2.794756,31.573885,10,2015,5,16,97,26,28.299934754547,"RDT",178,0,1,341.346277481267,9690.76229640918,0.268041237113402
44289,"Tanzania","TZA011","Kagera","Point",-2.93895,31.181142,10,2015,5,16,86,36,44.2028085382588,"RDT",178,0,1,297.697531704479,9674.75409996639,0.418604651162791
44290,"Tanzania","TZA011","Kagera","Point",-2.631617,31.311367,10,2015,5,16,97,26,28.299934754547,"RDT",178,0,1,312.12931609916,9708.76541508951,0.268041237113402
44291,"Tanzania","TZA011","Kagera","Point",-2.62476,31.736958,10,2015,5,16,137,18,13.8754157714458,"RDT",178,0,1,359.458520522472,9709.57963068038,0.131386861313869
44302,"Tanzania","TZA011","Kagera","Point",-3.015499,31.52111,10,2015,5,16,145,48,34.952531357295,"RDT",178,0,1,335.509996427638,9666.34505993178,0.331034482758621
44313,"Tanzania","TZA011","Kagera","Point",-3.178997,31.862314,10,2015,5,16,69,12,18.3632785590139,"RDT",178,0,1,373.45949163398,9648.31329827838,0.173913043478261
44316,"Tanzania","TZA011","Kagera","Point",-1.050121,31.331818,10,2015,5,16,96,73,80.2957850274535,"RDT",178,0,1,314.240086794325,9883.6654813029,0.760416666666667
44327,"Tanzania","TZA011","Kagera","Point",-1.414506,31.798971,10,2015,5,16,90,1,1.17212416334131,"RDT",178,0,1,366.255345679138,9843.40069685537,0.0111111111111111
44328,"Tanzania","TZA011","Kagera","Point",-1.272889,31.751898,10,2015,5,16,66,0,0,"RDT",178,0,1,361.008990021543,9859.05628225593,0
44329,"Tanzania","TZA011","Kagera","Point",-1.29093,31.627058,10,2015,5,16,65,33,53.611480876431,"RDT",178,0,1,347.116437145046,9857.05434851349,0.507692307692308
44334,"Tanzania","TZA011","Kagera","Point",-1.480767,31.46791,10,2015,5,16,96,58,63.8015693234974,"RDT",178,0,1,329.41728218204,9836.05171099342,0.604166666666667
44335,"Tanzania","TZA011","Kagera","Point",-1.268358,31.50574,10,2015,5,16,51,40,82.8195478656388,"RDT",178,0,1,333.612721331015,9859.54272913167,0.784313725490196
44336,"Tanzania","TZA011","Kagera","Point",-1.677808,31.445347,10,2015,5,16,72,47,68.9335724170458,"RDT",178,0,1,326.9224953475,9814.2605605598,0.652777777777778
44339,"Tanzania","TZA011","Kagera","Point",-1.452448,31.786564,12,2015,0.583333333333333,4.91666666666667,16,0,0,"RDT",180,0,0,364.876913722477,9839.20484655506,0
44340,"Tanzania","TZA011","Kagera","Point",-1.480893,31.414392,12,2015,0.75,4.58333333333333,15,11,75.9912489340843,"RDT",180,0,0,323.461064595098,9836.03358302178,0.733333333333333
44344,"Tanzania","TZA011","Kagera","Point",-1.32874,31.813738,10,2015,5,16,55,0,0,"RDT",178,0,1,367.8939104801,9852.88432876559,0
44347,"Tanzania","TZA011","Kagera","Point",-1.36238,31.80012,10,2015,5,16,91,1,1.16156448619408,"RDT",178,0,1,366.380277596383,9849.16414485242,0.010989010989011
44351,"Tanzania","TZA011","Kagera","Point",-1.329993,31.81727,12,2015,0.75,4.41666666666667,12,0,0,"RDT",180,0,0,368.287030643037,9852.74597878518,0
44352,"Tanzania","TZA011","Kagera","Point",-1.305566,31.794996,12,2015,0.583333333333333,4.5,10,1,10.539048770947,"RDT",180,0,0,365.806983852388,9855.44558604024,0.1
44355,"Tanzania","TZA011","Kagera","Point",-1.757605,30.853605,10,2015,5,16,88,32,38.3949861072884,"RDT",178,0,1,261.071039896423,9805.37101289329,0.363636363636364
44357,"Tanzania","TZA011","Kagera","Point",-1.578286,31.061115,10,2015,5,16,84,4,5.02640632207627,"RDT",178,0,1,284.14910432517,9825.23004735306,0.0476190476190476
44375,"Tanzania","TZA011","Kagera","Point",-1.777699,31.162392,10,2015,5,16,61,15,25.9662461050116,"RDT",178,0,1,295.442814061452,9803.18533339253,0.245901639344262
44379,"Tanzania","TZA011","Kagera","Point",-1.43005,30.844596,10,2015,5,16,100,31,32.734999156379,"RDT",178,0,1,260.030213293708,9841.6042686089,0.31
44380,"Tanzania","TZA011","Kagera","Point",-1.218517,30.936811,10,2015,5,16,60,7,12.3231432308046,"RDT",178,0,1,270.277077393599,9865.01223830675,0.116666666666667
44382,"Tanzania","TZA011","Kagera","Point",-1.587117,31.289971,10,2015,5,16,84,51,64.1077999607667,"RDT",178,0,1,309.622559140704,9824.27578888875,0.607142857142857
44385,"Tanzania","TZA011","Kagera","Point",-1.121136,30.670172,10,2015,5,16,60,7,12.3231432308046,"RDT",178,0,1,240.578706821024,9875.76161335388,0.116666666666667
44388,"Tanzania","TZA011","Kagera","Point",-1.383193,30.886977,10,2015,5,16,90,6,7.0433046571951,"RDT",178,0,1,264.743900942585,9846.79187324547,0.0666666666666667
44454,"Tanzania","TZA011","Kagera","Point",-2.095008,31.659553,10,2015,5,16,86,43,52.7983857360951,"RDT",178,0,1,350.794430864407,9768.14720523707,0.5
44505,"Tanzania","TZA011","Kagera","Point",-1.971293,31.531204,10,2015,5,16,118,35,31.3200024186516,"RDT",178,0,1,336.503266964574,9781.81469523382,0.296610169491525
44506,"Tanzania","TZA011","Kagera","Point",-1.833464,31.642002,10,2015,5,16,128,1,0.823654817483088,"RDT",178,0,1,348.818421464281,9797.06543282091,0.0078125
44507,"Tanzania","TZA011","Kagera","Point",-1.753117,31.557709,10,2015,5,16,116,19,17.2967511671448,"RDT",178,0,1,339.432453102559,9805.9426675695,0.163793103448276
44517,"Tanzania","TZA011","Kagera","Point",-1.827663,31.464684,10,2015,5,16,98,20,21.552301057474,"RDT",178,0,1,329.087968991582,9797.69096140357,0.204081632653061
44538,"Tanzania","TZA011","Kagera","Point",-1.799074,31.532477,12,2015,0.583333333333333,4.58333333333333,15,0,0,"RDT",180,0,0,336.6288348468,9800.85861307602,0
44539,"Tanzania","TZA011","Kagera","Point",-1.759844,31.552635,12,2015,0.5,4.91666666666667,12,0,0,"RDT",180,0,0,338.868429639303,9805.19837457946,0
44548,"Tanzania","TZA011","Kagera","Point",-2.736613,30.633844,10,2015,5,16,122,47,40.6758763710877,"RDT",178,0,1,236.781974796865,9697.02623950137,0.385245901639344
44554,"Tanzania","TZA011","Kagera","Point",-2.497292,30.718551,10,2015,5,16,100,31,32.734999156379,"RDT",178,0,1,246.157848395924,9723.52095063392,0.31
44558,"Tanzania","TZA011","Kagera","Point",-2.421656,30.638322,10,2015,5,16,100,46,48.5745148772075,"RDT",178,0,1,237.215465420726,9731.87335009202,0.46
44559,"Tanzania","TZA011","Kagera","Point",-2.411376,30.733714,10,2015,5,16,100,37,39.0708054447104,"RDT",178,0,1,247.82894734841,9733.02876738665,0.37
44560,"Tanzania","TZA011","Kagera","Point",-2.842975,30.550496,10,2015,5,16,98,29,31.2460846786211,"RDT",178,0,1,227.533054742944,9685.23916539642,0.295918367346939
44600,"Tanzania","TZA003","Kigoma","Point",-4.309203,30.187233,9,2015,0.666666666666667,4.83333333333333,19,1,5.43185551177183,"RDT",177,0,1,187.6100401344,9522.86666992302,0.0526315789473684
44601,"Tanzania","TZA003","Kigoma","Point",-4.81963,30.336719,9,2015,0.5,4.91666666666667,36,17,49.3122447762526,"RDT",177,0,1,204.427594470583,9466.43896654316,0.472222222222222
44602,"Tanzania","TZA003","Kigoma","Point",-4.46377,29.944746,11,2015,0.583333333333333,4.58333333333333,17,2,12.2284112246143,"RDT",179,0,0,160.734340819395,9505.65162659805,0.117647058823529
44603,"Tanzania","TZA003","Kigoma","Point",-4.385316,29.826545,11,2015,0.5,4.83333333333333,22,11,52.21542225355,"RDT",179,0,0,147.56301117891,9514.28214260252,0.5
44604,"Tanzania","TZA003","Kigoma","Point",-4.672216,30.137686,9,2015,0.5,4.83333333333333,27,5,19.3405924027149,"RDT",177,0,1,182.262135584986,9482.66596693491,0.185185185185185
44605,"Tanzania","TZA003","Kigoma","Point",-4.555658,30.119947,9,2015,0.583333333333333,4.91666666666667,20,0,0,"RDT",177,0,1,180.239798075323,9495.55939803146,0
44625,"Tanzania","TZA003","Kigoma","Point",-3.594983,30.72088,11,2015,1.08333333333333,4.66666666666667,10,0,0,"RDT",179,0,0,246.674019010488,9602.0816540606,0
44626,"Tanzania","TZA003","Kigoma","Point",-3.713443,30.564743,11,2015,1.16666666666667,4.83333333333333,15,9,60.9731407368767,"RDT",179,0,0,229.352484651681,9588.92976192142,0.6
44627,"Tanzania","TZA003","Kigoma","Point",-3.813695,30.487883,11,2015,0.5,4.75,16,5,32.6346389084688,"RDT",179,0,0,220.840646989639,9577.81274793802,0.3125
44628,"Tanzania","TZA003","Kigoma","Point",-3.632287,30.624211,11,2015,0.833333333333333,4.58333333333333,16,11,71.2450342863535,"RDT",179,0,0,235.938768418191,9597.92691423597,0.6875
44629,"Tanzania","TZA003","Kigoma","Point",-3.195455,30.868747,11,2015,0.833333333333333,4.83333333333333,18,1,5.70885395526724,"RDT",179,0,0,263.012556065079,9646.31778863146,0.0555555555555556
44630,"Tanzania","TZA003","Kigoma","Point",-3.481601,30.681312,12,2015,0.666666666666667,4.5,7,5,74.589403492951,"RDT",180,0,0,242.244229824681,9614.61469745956,0.714285714285714
44655,"Tanzania","TZA003","Kigoma","Point",-4.493844,29.752603,11,2015,1,4.83333333333333,16,0,0,"RDT",179,0,0,139.397966750882,9502.23015320238,0
44656,"Tanzania","TZA003","Kigoma","Point",-4.796144,29.71796,10,2015,0.583333333333333,4.83333333333333,12,9,77.9873164835093,"RDT",178,0,1,135.703662142731,9468.73960454128,0.75
44657,"Tanzania","TZA003","Kigoma","Point",-6.015062,29.825212,10,2015,0.666666666666667,4.91666666666667,15,2,13.7655197665245,"RDT",178,0,1,148.322414138478,9333.83843795668,0.133333333333333
44658,"Tanzania","TZA003","Kigoma","Point",-5.089876,29.871753,10,2015,1,4.91666666666667,26,12,47.2744749246415,"RDT",178,0,1,152.939376547626,9436.29968329925,0.461538461538462
44659,"Tanzania","TZA003","Kigoma","Point",-5.026522,30.074706,9,2015,0.583333333333333,4.91666666666667,35,18,53.4785024899584,"RDT",177,0,1,175.436920137298,9443.41824508502,0.514285714285714
44660,"Tanzania","TZA003","Kigoma","Point",-5.181297,30.994416,10,2015,0.583333333333333,4.91666666666667,34,20,61.1628527408002,"RDT",178,0,1,277.547773030587,9426.68270760251,0.588235294117647
44677,"Tanzania","TZA003","Kigoma","Point",-4.906193,29.673511,9,2015,0.583333333333333,4.66666666666667,29,1,3.58741655824143,"RDT",177,0,1,130.825955294006,9456.52956883644,0.0344827586206897
44678,"Tanzania","TZA003","Kigoma","Point",-4.884782,29.661311,9,2015,0.833333333333333,4.8,28,0,0,"RDT",177,0,1,129.459085994931,9458.89377835791,0
44710,"Tanzania","TZA016","Kilimanjaro","Point",-3.18899,36.95181,5,2015,5,16,56,0,0,"RDT",173,0,0,939.352981341371,9646.43360477099,0
44719,"Tanzania","TZA016","Kilimanjaro","Point",-3.3157,37.19614,5,2015,5,16,80,0,0,"RDT",173,0,0,966.512807837919,9632.28089250578,0
44724,"Tanzania","TZA016","Kilimanjaro","Point",-3.2275,37.21256,5,2015,5,16,80,0,0,"RDT",173,0,0,968.383186464146,9642.04958257098,0
44742,"Tanzania","TZA016","Kilimanjaro","Point",-3.256668,37.158339,9,2015,1.75,4.33333333333333,3,0,0,"RDT",177,0,1,962.329056340364,9638.84160529226,0
44743,"Tanzania","TZA016","Kilimanjaro","Point",-3.190633,37.11685,9,2015,0.666666666666667,4.25,11,0,0,"RDT",177,0,1,957.736774553359,9646.17932673419,0
44744,"Tanzania","TZA016","Kilimanjaro","Point",-3.225269,37.252822,9,2015,0.583333333333333,4.41666666666667,14,0,0,"RDT",177,0,1,972.870133083301,9642.27818416862,0
44762,"Tanzania","TZA016","Kilimanjaro","Point",-3.27197,37.45297,5,2015,5,16,56,0,0,"RDT",173,0,0,995.150925580753,9637.00441055048,0
44768,"Tanzania","TZA016","Kilimanjaro","Point",-3.22926,37.26087,5,2015,5,16,85,0,0,"RDT",173,0,0,973.764998145236,9641.83201893543,0
44771,"Tanzania","TZA016","Kilimanjaro","Point",-3.25599,37.55818,5,2015,5,16,104,0,0,"RDT",173,0,0,1006.88501103671,9638.72374780134,0
44776,"Tanzania","TZA016","Kilimanjaro","Point",-3.50358,37.48923,5,2015,5,16,56,1,1.8901822093522,"RDT",173,0,0,999.072806968062,9611.30424101152,0.0178571428571429
44777,"Tanzania","TZA016","Kilimanjaro","Point",-3.27332,37.533819,8,2015,0.916666666666667,4.33333333333333,6,0,0,"RDT",176,0,1,1004.16101021169,9636.8142617608,0
44778,"Tanzania","TZA016","Kilimanjaro","Point",-3.381729,37.538472,8,2015,0.5,4.75,12,0,0,"RDT",176,0,1,1004.62419804868,9624.79014660056,0
44779,"Tanzania","TZA016","Kilimanjaro","Point",-3.319347,37.383764,8,2015,0.583333333333333,4,8,0,0,"RDT",176,0,1,987.415417854624,9631.78579264568,0
44780,"Tanzania","TZA016","Kilimanjaro","Point",-3.460238,37.360586,8,2015,0.5,4.66666666666667,9,0,0,"RDT",176,0,1,984.762261556372,9616.17722063041,0
44781,"Tanzania","TZA016","Kilimanjaro","Point",-3.292164,37.310141,8,2015,1.25,4.41666666666667,10,0,0,"RDT",176,0,1,979.225125640884,9634.83538923656,0
44783,"Tanzania","TZA016","Kilimanjaro","Point",-3.25564,37.30583,5,2015,5,16,130,0,0,"RDT",173,0,0,978.762209020885,9638.8864392937,0
44785,"Tanzania","TZA016","Kilimanjaro","Point",-3.3568,37.3496,5,2015,5,16,72,0,0,"RDT",173,0,0,983.590213134624,9627.65043589373,0
44788,"Tanzania","TZA016","Kilimanjaro","Point",-3.33855,37.31438,5,2015,5,16,70,0,0,"RDT",173,0,0,979.674993625045,9629.6910325741,0
44795,"Tanzania","TZA016","Kilimanjaro","Point",-3.35645,37.352719,8,2015,0.5,4.91666666666667,10,0,0,"RDT",176,0,1,983.937907454936,9627.68768919634,0
44796,"Tanzania","TZA016","Kilimanjaro","Point",-3.362844,37.334489,8,2015,0.75,4.8,11,0,0,"RDT",176,0,1,981.90357627862,9626.98787600592,0
44811,"Tanzania","TZA016","Kilimanjaro","Point",-3.56845,37.63612,5,2015,5,16,83,0,0,"RDT",173,0,0,1015.40557513106,9604.02975877179,0
44819,"Tanzania","TZA016","Kilimanjaro","Point",-3.62939,37.65785,5,2015,5,16,63,1,1.67898866640782,"RDT",173,0,0,1017.79259643266,9597.25855519125,0.0158730158730159
44821,"Tanzania","TZA016","Kilimanjaro","Point",-3.76192,37.670472,9,2015,0.5,4.75,10,0,0,"RDT",177,0,1,1019.12168868417,9582.55191738155,0
44834,"Tanzania","TZA016","Kilimanjaro","Point",-3.37437,37.63581,5,2015,5,16,81,1,1.29884028910794,"RDT",173,0,0,1015.47678511736,9625.55493796814,0.0123456790123457
44837,"Tanzania","TZA016","Kilimanjaro","Point",-3.22262,37.61588,5,2015,5,16,163,0,0,"RDT",173,0,0,1013.33361083893,9642.3953055345,0
44846,"Tanzania","TZA016","Kilimanjaro","Point",-3.177725,37.560375,9,2015,0.5,4.5,10,0,0,"RDT",177,0,1,1007.16854887462,9647.40191185097,0
44847,"Tanzania","TZA016","Kilimanjaro","Point",-3.15029,37.634027,9,2015,1.16666666666667,4.91666666666667,11,0,0,"RDT",177,0,1,1015.3927647916,9650.40803259113,0
44848,"Tanzania","TZA016","Kilimanjaro","Point",-3.005652,37.559341,9,2015,1,4.91666666666667,12,0,0,"RDT",177,0,1,1007.13541753472,9666.48458102457,0
44849,"Tanzania","TZA016","Kilimanjaro","Point",-3.158365,37.633216,9,2015,0.833333333333333,4.91666666666667,14,0,0,"RDT",177,0,1,1015.29835230886,9649.51285941211,0
44860,"Tanzania","TZA016","Kilimanjaro","Point",-4.19979,37.95198,5,2015,5,16,98,0,0,"RDT",173,0,0,1050.20139439048,9533.79272215587,0
44877,"Tanzania","TZA016","Kilimanjaro","Point",-4.05988,37.94833,5,2015,5,16,62,0,0,"RDT",173,0,0,1049.89161640461,9549.31957301799,0
44883,"Tanzania","TZA016","Kilimanjaro","Point",-4.02731,37.69216,5,2015,5,16,98,0,0,"RDT",173,0,0,1021.37400782837,9553.10263509458,0
44890,"Tanzania","TZA016","Kilimanjaro","Point",-4.41923,38.0149,5,2015,5,16,108,0,0,"RDT",173,0,0,1057.05076467827,9509.39661314179,0
44946,"Tanzania","TZA016","Kilimanjaro","Point",-4.258557,37.973887,10,2015,1,4,7,0,0,"RDT",178,0,1,1052.60014171344,9527.25621079537,0
44947,"Tanzania","TZA016","Kilimanjaro","Point",-4.29655,38.024326,10,2015,1.16666666666667,4.16666666666667,7,0,0,"RDT",178,0,1,1058.19168474817,9523.003536207,0
44948,"Tanzania","TZA016","Kilimanjaro","Point",-4.320998,37.857441,10,2015,1.41666666666667,3.91666666666667,3,0,0,"RDT",178,0,1,1039.58492844862,9520.41164288766,0
44949,"Tanzania","TZA016","Kilimanjaro","Point",-4.083534,37.736866,10,2015,0.5,4.33333333333333,12,0,0,"RDT",178,0,1,1026.31732827346,9546.8371633747,0
45071,"Tanzania","TZA005","Lindi","Point",-9.747111,39.558546,12,2015,1.58333333333333,4.91666666666667,9,3,33.5653767263981,"RDT",180,0,0,1220.80747324921,8915.22653472526,0.333333333333333
45072,"Tanzania","TZA005","Lindi","Point",-10.307359,39.299378,12,2015,1.41666666666667,3.58333333333333,3,0,0,"RDT",180,0,0,1191.00994757051,8853.46749539048,0
45073,"Tanzania","TZA005","Lindi","Point",-10.479522,39.585894,12,2015,0.583333333333333,4.91666666666667,14,6,44.5671517931094,"RDT",180,0,0,1222.17342997926,8833.67333509456,0.428571428571429
45074,"Tanzania","TZA005","Lindi","Point",-9.953624,39.326629,12,2015,1.25,3.83333333333333,5,1,20.4121433630507,"RDT",180,0,0,1194.77866465743,8892.74860773936,0.2
45075,"Tanzania","TZA005","Lindi","Point",-10.101727,39.63005,11,2015,1.41666666666667,4.83333333333333,8,1,12.6327520172611,"RDT",179,0,0,1227.90968435564,8875.6109065334,0.125
45088,"Tanzania","TZA005","Lindi","Point",-9.915895,39.735485,11,2015,1.16666666666667,4.25,7,0,0,"RDT",179,0,0,1239.96203964671,8896.05512032254,0
45101,"Tanzania","TZA005","Lindi","Point",-9.33288,38.104003,12,2015,1.08333333333333,4.58333333333333,15,4,27.2009742648368,"RDT",180,0,0,1061.14384938338,8963.97569942921,0.266666666666667
45209,"Tanzania","TZA005","Lindi","Point",-10.179502,38.941352,12,2015,1.58333333333333,3.08333333333333,5,0,0,"RDT",180,0,0,1151.85581041323,8868.43390963957,0
45210,"Tanzania","TZA005","Lindi","Point",-10.052307,38.869731,12,2015,1.16666666666667,4.41666666666667,6,3,50.8109506140639,"RDT",180,0,0,1144.22566229908,8882.71269967812,0.5
45211,"Tanzania","TZA005","Lindi","Point",-9.97022,38.954302,12,2015,1.16666666666667,4.75,11,3,27.7122924649104,"RDT",180,0,0,1153.70623896416,8891.66754128099,0.272727272727273
45238,"Tanzania","TZA021","Manyara","Point",-4.31187,35.74358,5,2015,5,16,59,1,1.78458543788,"RDT",173,0,0,804.474835190903,9522.59954736777,0.0169491525423729
45239,"Tanzania","TZA021","Manyara","Point",-4.13463,35.61626,5,2015,5,16,100,0,0,"RDT",173,0,0,790.395965243499,9542.26309362972,0
45247,"Tanzania","TZA021","Manyara","Point",-4.15602,35.84123,5,2015,5,16,94,0,0,"RDT",173,0,0,815.387738354135,9539.80963513406,0
45253,"Tanzania","TZA021","Manyara","Point",-3.71232,35.86892,5,2015,5,16,63,0,0,"RDT",173,0,0,818.634050970127,9588.90933017613,0
45260,"Tanzania","TZA021","Manyara","Point",-4.28214,35.62983,5,2015,5,16,120,0,0,"RDT",173,0,0,791.848777543128,9525.93418111015,0
45261,"Tanzania","TZA021","Manyara","Point",-4.18184,35.75258,5,2015,5,16,56,0,0,"RDT",173,0,0,805.52603250854,9536.98692704731,0
45263,"Tanzania","TZA021","Manyara","Point",-4.364093,35.852918,11,2015,0.5,4.83333333333333,14,0,0,"RDT",179,0,0,816.601385128257,9516.77462760005,0
45264,"Tanzania","TZA021","Manyara","Point",-3.946076,35.742724,9,2015,0.833333333333333,4.75,18,0,0,"RDT",177,0,1,804.519450378835,9563.08349321645,0
45265,"Tanzania","TZA021","Manyara","Point",-4.416477,35.668985,9,2015,0.666666666666667,4,11,0,0,"RDT",177,0,1,796.146267797195,9511.05247023107,0
45266,"Tanzania","TZA021","Manyara","Point",-4.272006,35.255059,9,2015,0.583333333333333,4.91666666666667,22,0,0,"RDT",177,0,1,750.222027383561,9527.18799334572,0
45267,"Tanzania","TZA021","Manyara","Point",-3.970333,35.762833,9,2015,0.916666666666667,4.91666666666667,12,0,0,"RDT",177,0,1,806.745719727371,9560.39145563645,0
45268,"Tanzania","TZA021","Manyara","Point",-4.237906,35.742628,10,2015,0.583333333333333,4.41666666666667,21,0,0,"RDT",178,0,1,804.398311744076,9530.7857852861,0
45280,"Tanzania","TZA021","Manyara","Point",-4.47635,35.34297,5,2015,5,16,120,0,0,"RDT",173,0,0,759.915809380778,9504.55023120003,0
45281,"Tanzania","TZA021","Manyara","Point",-4.64894,35.20031,5,2015,5,16,70,0,0,"RDT",173,0,0,744.016626063276,9485.50580164535,0
45282,"Tanzania","TZA021","Manyara","Point",-4.3537,34.89125,5,2015,5,16,91,0,0,"RDT",173,0,0,709.79690048584,9518.26103973446,0
45285,"Tanzania","TZA021","Manyara","Point",-4.400238,34.944249,11,2015,0.916666666666667,4.66666666666667,13,0,0,"RDT",179,0,0,715.668148269959,9513.09846110397,0
45286,"Tanzania","TZA021","Manyara","Point",-4.386591,35.417484,11,2015,0.666666666666667,4.25,16,0,0,"RDT",179,0,0,768.222800903485,9514.45482204767,0
45287,"Tanzania","TZA021","Manyara","Point",-4.473817,35.426367,11,2015,0.916666666666667,4.83333333333333,17,0,0,"RDT",179,0,0,769.177776967061,9504.80038253995,0
45288,"Tanzania","TZA021","Manyara","Point",-4.536651,35.384257,11,2015,0.5,4.16666666666667,14,0,0,"RDT",179,0,0,764.47872512579,9497.86355655787,0
45289,"Tanzania","TZA021","Manyara","Point",-4.77884,35.49749,5,2015,5,16,61,0,0,"RDT",173,0,0,776.957494671411,9471.02223385637,0
45293,"Tanzania","TZA021","Manyara","Point",-5.48143,36.3877,5,2015,5,16,59,0,0,"RDT",173,0,0,875.404502593834,9392.79264552828,0
45294,"Tanzania","TZA021","Manyara","Point",-5.31089,36.58344,5,2015,5,16,120,0,0,"RDT",173,0,0,897.240320239716,9411.55606271932,0
45295,"Tanzania","TZA021","Manyara","Point",-5.54996,36.37862,5,2015,5,16,120,0,0,"RDT",173,0,0,874.353767543945,9385.20922126053,0
45297,"Tanzania","TZA021","Manyara","Point",-5.729,37.09767,5,2015,5,16,72,0,0,"RDT",173,0,0,954.032119067411,9364.86134278174,0
45298,"Tanzania","TZA021","Manyara","Point",-5.317887,36.508608,12,2015,0.833333333333333,4.83333333333333,19,0,0,"RDT",180,0,0,888.927700109702,9410.82877984346,0
45299,"Tanzania","TZA021","Manyara","Point",-5.48361,37.256766,12,2015,0.833333333333333,4.66666666666667,22,0,0,"RDT",180,0,0,971.894121893117,9391.93487971398,0
45300,"Tanzania","TZA021","Manyara","Point",-5.562217,36.49262,12,2015,0.5,4.91666666666667,18,0,0,"RDT",180,0,0,886.996088656276,9383.77821719577,0
45301,"Tanzania","TZA021","Manyara","Point",-5.525649,36.594775,12,2015,0.833333333333333,4.66666666666667,13,0,0,"RDT",180,0,0,898.357666640228,9387.76065455903,0
45312,"Tanzania","TZA021","Manyara","Point",-4.20962,35.07298,5,2015,5,16,67,0,0,"RDT",173,0,0,730.018636102184,9534.14604102314,0
45316,"Tanzania","TZA021","Manyara","Point",-4.12952,35.38592,5,2015,5,16,68,0,0,"RDT",173,0,0,764.80526650843,9542.90912105528,0
45317,"Tanzania","TZA021","Manyara","Point",-3.928515,35.505395,12,2015,0.583333333333333,4.33333333333333,17,0,0,"RDT",180,0,0,778.147723695965,9565.10989289575,0
45318,"Tanzania","TZA021","Manyara","Point",-3.736615,35.418004,12,2015,0.583333333333333,4.91666666666667,27,0,0,"RDT",180,0,0,768.49577031338,9586.37118117116,0
45319,"Tanzania","TZA021","Manyara","Point",-4.030431,35.319053,12,2015,0.666666666666667,4.83333333333333,15,0,0,"RDT",180,0,0,757.408247637159,9553.89402725145,0
45320,"Tanzania","TZA021","Manyara","Point",-3.880949,35.525408,12,2015,0.916666666666667,4.83333333333333,11,0,0,"RDT",180,0,0,780.387711862846,9570.36653970289,0
45333,"Tanzania","TZA021","Manyara","Point",-4.48201,36.45488,5,2015,5,16,82,0,0,"RDT",173,0,0,883.440635443063,9503.43489540264,0
45347,"Tanzania","TZA021","Manyara","Point",-3.83816,37.42877,5,2015,5,16,120,0,0,"RDT",173,0,0,992.152298994275,9574.23936261278,0
45361,"Tanzania","TZA012","Mara","Point",-1.891064,34.031036,10,2015,5,16,84,27,33.938802351162,"RDT",178,0,1,614.574041602177,9790.72144599896,0.321428571428571
45370,"Tanzania","TZA012","Mara","Point",-1.981729,33.858081,10,2015,5,16,98,25,26.9377364025557,"RDT",178,0,1,595.32868767942,9780.70845542533,0.255102040816327
45371,"Tanzania","TZA012","Mara","Point",-2.083708,34.032634,10,2015,5,16,96,31,34.0971975083702,"RDT",178,0,1,614.738487397582,9769.42249358231,0.322916666666667
